,Make,Fuel,Model,Cnt,Emission,year
12332,MERCEDES-BENZ,DIESEL,GLS 350 D AMG LINE 4MATIC AUTO,526,266.0,2019
12439,MERCEDES-BENZ,DIESEL,B 200 AMG LINE PREMIUM  D A,518,134.0,2019
12464,MERCEDES-BENZ,DIESEL,GLC 250 AMG NGT ED PRM D 4M A,516,189.0,2019
12468,MERCEDES-BENZ,DIESEL,E 400 AMG LINE PREM  D 4M A,516,192.0,2019
12574,MERCEDES-BENZ,DIESEL,V 220 D AMG LINE AUTO,510,207.0,2019
12600,MERCEDES-BENZ,DIESEL,B 200 AMG LINE PREMIUM D AUTO,508,134.0,2019
12616,MERCEDES-BENZ,DIESEL,G 400 D,508,289.0,2019
12699,MERCEDES-BENZ,DIESEL,V-KLASSE,502,212.0,2019
12752,MERCEDES-BENZ,DIESEL,C 300 AMG LINE PREMIUM  D A,498,156.0,2019
12762,MERCEDES-BENZ,DIESEL,CLS 400 D AMG LINE PREM  4M A,498,192.0,2019
12768,MERCEDES-BENZ,DIESEL,V 300 AMG LINE D AUTO,498,206.0,2019
12999,MERCEDES-BENZ,DIESEL,E 400 AMG LINE D 4MATIC AUTO,482,189.0,2019
13000,MERCEDES-BENZ,DIESEL,E 400 AMG LINE PREM  D 4M A,482,189.0,2019
13056,MERCEDES-BENZ,DIESEL,MARCO POLO V-KLASSE VITO,478,200.0,2019
13252,MERCEDES-BENZ,DIESEL,E 220 AMG LNE NIGHT ED PRM D A,464,163.0,2019
13395,MERCEDES-BENZ,DIESEL,GLA 220 D 4MATIC,456,176.0,2019
13405,MERCEDES-BENZ,DIESEL,CLA 220 D,454,158.0,2019
13506,MERCEDES-BENZ,DIESEL,GLC 220 AMG NGT ED PRM D 4M A,448,190.0,2019
13513,MERCEDES-BENZ,DIESEL,V 250,448,208.0,2019
13645,MERCEDES-BENZ,DIESEL,C 220 D 4MATIC,442,161.0,2019
13754,MERCEDES-BENZ,DIESEL,V220 D SPORT AUTO,436,210.0,2019
13830,MERCEDES-BENZ,DIESEL,C 300 D 4MATIC,430,165.0,2019
13892,MERCEDES-BENZ,DIESEL,C 220 AMG LINE D AUTO,428,146.0,2019
14050,MERCEDES-BENZ,DIESEL,GLC 250D 4MATIC,418,189.0,2019
14056,MERCEDES-BENZ,DIESEL,GLC 250 D 4M AMG LINE PREM  A,418,190.0,2019
14299,MERCEDES-BENZ,DIESEL,C 300 AMG LINE D AUTO,404,156.0,2019
14386,MERCEDES-BENZ,DIESEL,A 180 D SPORT PREMIUM  AUTO,400,123.0,2019
14445,MERCEDES-BENZ,DIESEL,G 350 AMG LINE PREMIUM D 4M A,398,289.0,2019
14510,MERCEDES-BENZ,DIESEL,C 300 D,394,159.0,2019
14562,MERCEDES-BENZ,DIESEL,E 400 AMG LINE D 4MATIC AUTO,392,195.0,2019
14580,MERCEDES-BENZ,DIESEL,CLASSE B,390,164.0,2019
14750,MERCEDES-BENZ,DIESEL,CLA 220 AMG LINE PREMIUM D A,382,133.0,2019
14840,MERCEDES-BENZ,DIESEL,GLC,378,174.0,2019
14958,MERCEDES-BENZ,DIESEL,CLA 220 D 4MATIC,372,169.0,2019
15094,MERCEDES-BENZ,DIESEL,CLA 200 D,366,162.0,2019
15182,MERCEDES-BENZ,DIESEL,SPRINTER,362,235.0,2019
15315,MERCEDES-BENZ,DIESEL,VITO TOURER 114CDI,356,189.0,2019
15325,MERCEDES-BENZ,DIESEL,V 250 D,356,210.0,2019
15432,MERCEDES-BENZ,DIESEL,S 400 D 4MATIC,352,194.0,2019
15448,MERCEDES-BENZ,DIESEL,B 200 D,350,134.0,2019
15650,MERCEDES-BENZ,DIESEL,CLS 350 D AMG LINE 4MATIC AUTO,342,188.0,2019
15657,MERCEDES-BENZ,DIESEL,C 220 SPORT PREMIUM D AUTO,342,147.0,2019
15859,MERCEDES-BENZ,DIESEL,B 180 SPORT EXECUTIVE D AUTO,334,125.0,2019
15977,MERCEDES-BENZ,DIESEL,E 220 D SE PREMIUM AUTO,330,158.0,2019
16065,MERCEDES-BENZ,DIESEL,B 180 D,326,125.0,2019
16102,MERCEDES-BENZ,DIESEL,C 220 AMG LINE PREMIUM D 4M A,326,168.0,2019
16451,MERCEDES-BENZ,DIESEL,CLA 220 AMG LINE NGT ED D 4M A,312,165.0,2019
16505,MERCEDES-BENZ,DIESEL,C 200 AMG LINE ED PREM D A,310,136.0,2019
16677,MERCEDES-BENZ,DIESEL,V250 SPORT BLUETEC AUTO,304,208.0,2019
16680,MERCEDES-BENZ,DIESEL,V,304,215.0,2019
16780,MERCEDES-BENZ,DIESEL,V 220 D AMG LINE AUTO,300,211.0,2019
16829,MERCEDES-BENZ,DIESEL,V 220 SPORT D AUTO,298,201.0,2019
16844,MERCEDES-BENZ,DIESEL,E 220,298,168.0,2019
16862,MERCEDES-BENZ,DIESEL,V220 SPORT BLUETEC AUTO,296,207.0,2019
16888,MERCEDES-BENZ,DIESEL,S 350,296,179.0,2019
16899,MERCEDES-BENZ,DIESEL,GLC 250 D 4MATIC AMG LINE AUTO,296,187.0,2019
16954,MERCEDES-BENZ,DIESEL,E 220 D,294,153.0,2019
16959,MERCEDES-BENZ,DIESEL,GLA 200 D,294,164.0,2019
17069,MERCEDES-BENZ,DIESEL,GLA 220 D,290,164.0,2019
17101,MERCEDES-BENZ,DIESEL,A 180 D,290,124.0,2019
17114,MERCEDES-BENZ,DIESEL,A 200 D SPORT AUTO,288,129.0,2019
17161,MERCEDES-BENZ,DIESEL,S 400 D,288,179.0,2019
17183,MERCEDES-BENZ,DIESEL,S 350 D AMG LINE PREMIUM AUTO,286,175.0,2019
17191,MERCEDES-BENZ,DIESEL,E 220 AMG LNE NIGHT ED PRM D A,286,170.0,2019
17192,MERCEDES-BENZ,DIESEL,C 300 AMG LINE PREMIUM  D A,286,157.0,2019
17213,MERCEDES-BENZ,DIESEL,CLASSE V 250D,286,205.0,2019
17216,MERCEDES-BENZ,DIESEL,VITO 114CDI TOURER SELECT AUTO,286,192.0,2019
17219,MERCEDES-BENZ,DIESEL,E 200 D,286,143.0,2019
17244,MERCEDES-BENZ,DIESEL,C 200 D,284,138.0,2019
17400,MERCEDES-BENZ,DIESEL,GLA 200 AMG LINE D AUTO,280,170.0,2019
17595,MERCEDES-BENZ,DIESEL,E 220 D AMG LINE 4MATIC AUTO,274,170.0,2019
17601,MERCEDES-BENZ,DIESEL,S 350 D L AMG LINE EXEC PREMA,274,181.0,2019
17732,MERCEDES-BENZ,DIESEL,VITO TAXI COMPACT 114CDI AUTO,270,192.0,2019
17746,MERCEDES-BENZ,DIESEL,E 220 AMG LINE ED PREM D A,270,170.0,2019
17939,MERCEDES-BENZ,DIESEL,A 220,264,134.0,2019
17996,MERCEDES-BENZ,DIESEL,CLA 220 D 4MATIC,262,169.0,2019
18061,MERCEDES-BENZ,DIESEL,A 180 D,260,124.0,2019
18122,MERCEDES-BENZ,DIESEL,CLA 220 AMG LINE NIGHT ED D A,258,156.0,2019
18129,MERCEDES-BENZ,DIESEL,GLC 220 D 4M AMG LINE PREM  A,258,191.0,2019
18312,MERCEDES-BENZ,DIESEL,E 220 D AMG LINE PREMIUM AUTO,252,167.0,2019
18357,MERCEDES-BENZ,DIESEL,GLE 400 D 4MATIC,252,231.0,2019
18386,MERCEDES-BENZ,DIESEL,VITO TOURER,250,196.0,2019
18411,MERCEDES-BENZ,DIESEL,GLC 220D 4MATIC,250,161.0,2019
18474,MERCEDES-BENZ,DIESEL,C 220 D,248,146.0,2019
18638,MERCEDES-BENZ,DIESEL,S 350 D L AMG LINE AUTO,244,175.0,2019
18962,MERCEDES-BENZ,DIESEL,GLC 220 D 4MATIC,236,171.0,2019
19000,MERCEDES-BENZ,DIESEL,E 220 D 4MATIC,236,170.0,2019
19182,MERCEDES-BENZ,DIESEL,B 200 D 4MATIC,232,169.0,2019
19250,MERCEDES-BENZ,DIESEL,GLE 350 AMG NIGHT ED D 4M A,230,238.0,2019
19319,MERCEDES-BENZ,DIESEL,A 200 D SPORT EXECUTIVE AUTO,228,130.0,2019
19332,MERCEDES-BENZ,DIESEL,GLS 350 D 4MATIC,228,240.0,2019
19576,MERCEDES-BENZ,DIESEL,C 200 AMG LINE D,222,126.0,2019
19635,MERCEDES-BENZ,DIESEL,GLC 220 D,220,160.0,2019
19642,MERCEDES-BENZ,DIESEL,E 220 D AMG LINE PREM 4MATIC A,220,167.0,2019
19795,MERCEDES-BENZ,DIESEL,C 200,216,141.0,2019
19818,MERCEDES-BENZ,DIESEL,C 220 AMG LINE PREMIUM D AUTO,216,148.0,2019
19848,MERCEDES-BENZ,DIESEL,GLC 300 D 4MATIC,216,179.0,2019
19883,MERCEDES-BENZ,DIESEL,E 220 AMG LNE NGT ED PRM  D A,214,164.0,2019
19893,MERCEDES-BENZ,DIESEL,A 220 D AMG LINE PREMIUM  A,214,132.0,2019
19936,MERCEDES-BENZ,DIESEL,E 220 AMG LNE NGT ED PRM  D A,214,171.0,2019
19995,MERCEDES-BENZ,DIESEL,CLS 220 D,212,166.0,2019
843,MERCEDES-BENZ,DIESEL,V-KLASSE,19902,210.0,2020
856,MERCEDES-BENZ,DIESEL,A 180 D,19562,120.0,2020
959,MERCEDES-BENZ,DIESEL,GLC 220 D 4MATIC,17149,165.0,2020
1505,MERCEDES-BENZ,DIESEL,VITO TOURER,10022,199.0,2020
1821,MERCEDES-BENZ,DIESEL,CLASSE A,7808,125.0,2020
1898,MERCEDES-BENZ,DIESEL,C 220 D,7411,140.0,2020
2002,MERCEDES-BENZ,DIESEL,CLA 200 D,6933,133.0,2020
2023,MERCEDES-BENZ,DIESEL,B 180 D,6858,123.0,2020
2105,MERCEDES-BENZ,DIESEL,GLC,6532,163.0,2020
2106,MERCEDES-BENZ,DIESEL,GLC 300 D 4MATIC,6527,177.0,2020
2325,MERCEDES-BENZ,DIESEL,CLA 180 D,5634,122.0,2020
2348,MERCEDES-BENZ,DIESEL,A 200 D,5564,130.0,2020
2387,MERCEDES-BENZ,DIESEL,E 220 D,5444,156.0,2020
2426,MERCEDES-BENZ,DIESEL,GLE 350 D 4MATIC,5341,215.0,2020
2476,MERCEDES-BENZ,DIESEL,GLC 200 D 4MATIC,5213,165.0,2020
2478,MERCEDES-BENZ,DIESEL,GLE 300 D 4MATIC,5203,201.0,2020
2496,MERCEDES-BENZ,DIESEL,GLA 200 D,5132,142.0,2020
2586,MERCEDES-BENZ,DIESEL,GLB 200 D,4922,147.0,2020
2769,MERCEDES-BENZ,DIESEL,E 220 D,4539,148.0,2020
2875,MERCEDES-BENZ,DIESEL,C 200 D,4307,139.0,2020
2884,MERCEDES-BENZ,DIESEL,CLASSE GLA,4291,145.0,2020
3007,MERCEDES-BENZ,DIESEL,CLASSE GLC,4037,171.0,2020
3240,MERCEDES-BENZ,DIESEL,GLE 400 D 4MATIC,3673,225.0,2020
3308,MERCEDES-BENZ,DIESEL,B 200 D,3589,133.0,2020
3443,MERCEDES-BENZ,DIESEL,C 220 D 4MATIC,3416,151.0,2020
3533,MERCEDES-BENZ,DIESEL,CITAN,3323,147.0,2020
3659,MERCEDES-BENZ,DIESEL,E 200 D,3175,140.0,2020
3792,MERCEDES-BENZ,DIESEL,CLASSE B,3036,129.0,2020
3811,MERCEDES-BENZ,DIESEL,CLASSE CLA,3014,131.0,2020
3831,MERCEDES-BENZ,DIESEL,GLC 400 D 4MATIC,2998,194.0,2020
3843,MERCEDES-BENZ,DIESEL,A 180,2984,119.0,2020
3860,MERCEDES-BENZ,DIESEL,C 220 D,2964,141.0,2020
3891,MERCEDES-BENZ,DIESEL,CLA 220 D,2926,135.0,2020
4194,MERCEDES-BENZ,DIESEL,GLS 400 D 4MATIC,2663,237.0,2020
4336,MERCEDES-BENZ,DIESEL,GLC 220 D 4MATIC AMG LINE AUTO,2547,165.0,2020
4572,MERCEDES-BENZ,DIESEL,CLASSE GLB,2369,154.0,2020
4619,MERCEDES-BENZ,DIESEL,GLA,2324,141.0,2020
4770,MERCEDES-BENZ,DIESEL,GLB 200 D 4MATIC,2222,154.0,2020
4844,MERCEDES-BENZ,DIESEL,GLE,2173,199.0,2020
4917,MERCEDES-BENZ,DIESEL,E 220 D 4MATIC,2116,157.0,2020
4958,MERCEDES-BENZ,DIESEL,E 200 D,2095,147.0,2020
5110,MERCEDES-BENZ,DIESEL,MARCO POLO,2016,220.0,2020
5130,MERCEDES-BENZ,DIESEL,CLASSE C,2006,141.0,2020
5181,MERCEDES-BENZ,DIESEL,GLC 300 AMG LINE PREM D 4M A,1977,179.0,2020
5190,MERCEDES-BENZ,DIESEL,A 200,1970,129.0,2020
5194,MERCEDES-BENZ,DIESEL,CLA,1967,131.0,2020
5238,MERCEDES-BENZ,DIESEL,GLB 220 D 4MATIC,1943,157.0,2020
5531,MERCEDES-BENZ,DIESEL,SPRINTER,1798,229.0,2020
5558,MERCEDES-BENZ,DIESEL,GLA 200 D 4MATIC,1788,149.0,2020
5607,MERCEDES-BENZ,DIESEL,GLC 200 D,1766,160.0,2020
5658,MERCEDES-BENZ,DIESEL,GLC 300 AMG LINE PREM + D 4M A,1744,178.0,2020
6010,MERCEDES-BENZ,DIESEL,C 220 AMG LINE PREMIUM D AUTO,1613,144.0,2020
6037,MERCEDES-BENZ,DIESEL,A 220 D,1600,132.0,2020
6122,MERCEDES-BENZ,DIESEL,GLE 300 AMG LINE PREM D 4M A,1575,204.0,2020
6141,MERCEDES-BENZ,DIESEL,E 220 D 4MATIC,1568,163.0,2020
6148,MERCEDES-BENZ,DIESEL,GLB 220 AMG LINE PREM D 4M A,1565,161.0,2020
6202,MERCEDES-BENZ,DIESEL,GLE 350 D 4MATIC COUPE,1543,215.0,2020
6261,MERCEDES-BENZ,DIESEL,GLE 400 D 4MATIC COUPE,1524,218.0,2020
6422,MERCEDES-BENZ,DIESEL,GLB 180 D,1472,147.0,2020
6615,MERCEDES-BENZ,DIESEL,A 160 D,1408,120.0,2020
6690,MERCEDES-BENZ,DIESEL,E 400 D 4 MATIC,1388,190.0,2020
6716,MERCEDES-BENZ,DIESEL,C 200 D,1381,136.0,2020
6829,MERCEDES-BENZ,DIESEL,G 350 D,1347,288.0,2020
6954,MERCEDES-BENZ,DIESEL,C 200,1313,134.0,2020
7038,MERCEDES-BENZ,DIESEL,C 180 D,1292,137.0,2020
7069,MERCEDES-BENZ,DIESEL,GLC 220 D 4M AMG LINE PREM A,1283,168.0,2020
7364,MERCEDES-BENZ,DIESEL,CLASSE GLE,1213,219.0,2020
7405,MERCEDES-BENZ,DIESEL,E 220 D,1201,161.0,2020
7716,MERCEDES-BENZ,DIESEL,C 220 D 4MATIC,1129,154.0,2020
7741,MERCEDES-BENZ,DIESEL,GLB,1126,149.0,2020
7758,MERCEDES-BENZ,DIESEL,B 200,1121,131.0,2020
7815,MERCEDES-BENZ,DIESEL,GLA 220 D 4MATIC,1108,151.0,2020
7921,MERCEDES-BENZ,DIESEL,A 180 AMG LINE EXECUTIVE D A,1084,119.0,2020
8034,MERCEDES-BENZ,DIESEL,GLA 180 D,1060,141.0,2020
8496,MERCEDES-BENZ,DIESEL,CLA 220 AMG LINE PREMIUM + D A,974,132.0,2020
8645,MERCEDES-BENZ,DIESEL,E 220 D SE AUTO,945,141.0,2020
8880,MERCEDES-BENZ,DIESEL,CLASSE E,908,151.0,2020
8898,MERCEDES-BENZ,DIESEL,S 350 D 4MATIC,904,195.0,2020
8986,MERCEDES-BENZ,DIESEL,S 400 D 4MATIC,890,195.0,2020
9378,MERCEDES-BENZ,DIESEL,E 220 AMG LNE NGT ED PRM + D A,837,162.0,2020
9447,MERCEDES-BENZ,DIESEL,B 220 D,828,135.0,2020
9508,MERCEDES-BENZ,DIESEL,C 300 D 4MATIC,818,159.0,2020
9799,MERCEDES-BENZ,DIESEL,C 300 D,776,154.0,2020
9811,MERCEDES-BENZ,DIESEL,VITO,774,201.0,2020
9932,MERCEDES-BENZ,DIESEL,E 400 D 4 MATIC,758,184.0,2020
9984,MERCEDES-BENZ,DIESEL,GLS 350 D 4MATIC,751,232.0,2020
10074,MERCEDES-BENZ,DIESEL,G 400 D,739,288.0,2020
10197,MERCEDES-BENZ,DIESEL,A 180 AMG LINE PREMIUM + D A,725,121.0,2020
10226,MERCEDES-BENZ,DIESEL,GLE 400 AMG LINE PREM + D 4M A,722,226.0,2020
10369,MERCEDES-BENZ,DIESEL,A 200 D AMG LINE PREMIUM AUTO,707,129.0,2020
10370,MERCEDES-BENZ,DIESEL,E 300 D,707,173.0,2020
10492,MERCEDES-BENZ,DIESEL,E 220 D 4MATIC ALLTERRAIN,693,174.0,2020
10754,MERCEDES-BENZ,DIESEL,GLA 220 D,666,145.0,2020
11117,MERCEDES-BENZ,DIESEL,GLE 350 AMG LINE PREM D 4M A,633,222.0,2020
11120,MERCEDES-BENZ,DIESEL,CLS 400 D 4MATIC,632,191.0,2020
11197,MERCEDES-BENZ,DIESEL,E 220 D AMG LINE PREMIUM+ AUTO,624,165.0,2020
11318,MERCEDES-BENZ,DIESEL,E 220 D AMG LINE AUTO,613,169.0,2020
11340,MERCEDES-BENZ,DIESEL,A 180 AMG LINE D AUTO,611,119.0,2020
11410,MERCEDES-BENZ,DIESEL,C 300 D,605,153.0,2020
11553,MERCEDES-BENZ,DIESEL,C 300 AMG LINE ED PREM D A,591,152.0,2020
11625,MERCEDES-BENZ,DIESEL,C 180 D,584,134.0,2020
11767,MERCEDES-BENZ,DIESEL,E 220 D 4MATIC,571,165.0,2020
11817,MERCEDES-BENZ,DIESEL,GLC 220 D 4MATIC SPORT AUTO,567,156.0,2020
11906,MERCEDES-BENZ,DIESEL,A 200 D AMG LINE AUTO,560,129.0,2020
11972,MERCEDES-BENZ,DIESEL,E 300 AMG LN NIGHT ED PREM+D A,554,172.0,2020
11984,MERCEDES-BENZ,DIESEL,E 220 D AMG LINE PREMIUM AUTO,553,166.0,2020
12195,MERCEDES-BENZ,DIESEL,GLE 300 AMG LINE PREM + D 4M A,537,207.0,2020
12278,MERCEDES-BENZ,DIESEL,C 220,530,137.0,2020
12867,MERCEDES-BENZ,DIESEL,E 220,491,158.0,2020
12939,MERCEDES-BENZ,DIESEL,GLE 300 AMG LINE D 4MATIC AUTO,486,201.0,2020
13072,MERCEDES-BENZ,DIESEL,CLASSE C,477,142.0,2020
13302,MERCEDES-BENZ,DIESEL,B 180,461,121.0,2020
13371,MERCEDES-BENZ,DIESEL,A 180 SPORT EXECUTIVE D AUTO,457,119.0,2020
13439,MERCEDES-BENZ,DIESEL,GLB 220 D,453,149.0,2020
13458,MERCEDES-BENZ,DIESEL,C 220 AMG LINE D AUTO,452,139.0,2020
13697,MERCEDES-BENZ,DIESEL,GLE 350 AMG LINE PREM + D 4M A,439,223.0,2020
13699,MERCEDES-BENZ,DIESEL,E 400 D 4MATIC ALLTERRAIN,439,195.0,2020
13896,MERCEDES-BENZ,DIESEL,CLA 220 D 4MATIC,427,143.0,2020
14078,MERCEDES-BENZ,DIESEL,CLS 350 D 4MATIC,417,189.0,2020
14193,MERCEDES-BENZ,DIESEL,CLASSE E,410,169.0,2020
14453,MERCEDES-BENZ,DIESEL,GLE 350 D 4MATIC,397,240.0,2020
14622,MERCEDES-BENZ,DIESEL,GLB 200 AMG LINE PREMIUM D A,388,154.0,2020
14761,MERCEDES-BENZ,DIESEL,GLC 220D 4MATIC,382,166.0,2020
14774,MERCEDES-BENZ,DIESEL,E 300 D,381,167.0,2020
14782,MERCEDES-BENZ,DIESEL,CLA 200 D 4MATIC,380,139.0,2020
14811,MERCEDES-BENZ,DIESEL,GLC 220D 4MATIC,380,157.0,2020
14962,MERCEDES-BENZ,DIESEL,C 220 SPORT D AUTO,372,133.0,2020
15106,MERCEDES-BENZ,DIESEL,A 200 D SPORT EXECUTIVE AUTO,365,126.0,2020
15223,MERCEDES-BENZ,DIESEL,A 200 D 4MATIC,360,137.0,2020
15409,MERCEDES-BENZ,DIESEL,CLS 220 D,352,161.0,2020
15491,MERCEDES-BENZ,DIESEL,A 200 D AMG LINE PREMIUM + A,349,130.0,2020
15492,MERCEDES-BENZ,DIESEL,E 400 D 4MATIC,349,192.0,2020
15557,MERCEDES-BENZ,DIESEL,A 220 D 4MATIC,347,139.0,2020
15605,MERCEDES-BENZ,DIESEL,GLA,344,166.0,2020
15608,MERCEDES-BENZ,DIESEL,CLASSE V,344,206.0,2020
15620,MERCEDES-BENZ,DIESEL,E 220 AMG LINE EDITION D AUTO,344,162.0,2020
15847,MERCEDES-BENZ,DIESEL,A 200 D,335,129.0,2020
15850,MERCEDES-BENZ,DIESEL,S 350 L GRAND ED EXECUTIVE D A,335,184.0,2020
15905,MERCEDES-BENZ,DIESEL,V 300 AMG LINE D AUTO,333,206.0,2020
16147,MERCEDES-BENZ,DIESEL,GLB 220 AMG LINE PREM + D 4M A,324,163.0,2020
16166,MERCEDES-BENZ,DIESEL,B 220 AMG LINE PREMIUM + D A,323,135.0,2020
16287,MERCEDES-BENZ,DIESEL,A 180 SE D AUTO,319,117.0,2020
16740,MERCEDES-BENZ,DIESEL,GLA 220 AMG LINE PREM + D 4M A,302,151.0,2020
16811,MERCEDES-BENZ,DIESEL,C 300 AMG LINE PREMIUM D AUTO,299,157.0,2020
16833,MERCEDES-BENZ,DIESEL,E 220 AMG LNE NGT ED PRM + D A,298,169.0,2020
17021,MERCEDES-BENZ,DIESEL,VITO 119CDI TOURER SELECT AUTO,292,202.0,2020
17170,MERCEDES-BENZ,DIESEL,B 200 SPORT EXECUTIVE D AUTO,287,133.0,2020
17221,MERCEDES-BENZ,DIESEL,CLS 300 D,285,173.0,2020
17271,MERCEDES-BENZ,DIESEL,E 350 D,284,174.0,2020
17620,MERCEDES-BENZ,DIESEL,S 400 D 4MATIC,273,194.0,2020
17764,MERCEDES-BENZ,DIESEL,E 220 AMG LINE ED PREM D A,269,163.0,2020
17767,MERCEDES-BENZ,DIESEL,A 180 AMG LINE PREMIUM D AUTO,269,121.0,2020
17961,MERCEDES-BENZ,DIESEL,E 400 AMG LINE PREM + D 4M A,264,192.0,2020
18127,MERCEDES-BENZ,DIESEL,E 220 D 4MATIC ALLTERRAI,258,175.0,2020
18178,MERCEDES-BENZ,DIESEL,C 300 D 4MATIC,257,159.0,2020
18236,MERCEDES-BENZ,DIESEL,GLC 220 D,255,161.0,2020
18251,MERCEDES-BENZ,DIESEL,C 220 AMG LINE EDITION D AUTO,254,141.0,2020
18657,MERCEDES-BENZ,DIESEL,A180D,244,120.0,2020
18727,MERCEDES-BENZ,DIESEL,E 300 D,242,174.0,2020
18778,MERCEDES-BENZ,DIESEL,A 180 SPORT D AUTO,241,118.0,2020
18823,MERCEDES-BENZ,DIESEL,C 220 D,240,139.0,2020
19081,MERCEDES-BENZ,DIESEL,B 200 D 4MATIC,234,140.0,2020
19197,MERCEDES-BENZ,DIESEL,E 220,231,161.0,2020
19267,MERCEDES-BENZ,DIESEL,C 220,229,141.0,2020
19305,MERCEDES-BENZ,DIESEL,CLA 220 AMG LINE PREMIUM D A,228,130.0,2020
19352,MERCEDES-BENZ,DIESEL,C 220 AMG LINE PREMIUM + D A,227,142.0,2020
19451,MERCEDES-BENZ,DIESEL,E 220 AMG LINE ED PREM D A,224,170.0,2020
19588,MERCEDES-BENZ,DIESEL,C 200 AMG LINE ED PREM D A,221,136.0,2020
19860,MERCEDES-BENZ,DIESEL,E 300 D AMG LINE PREMIUM + A,215,176.0,2020
19861,MERCEDES-BENZ,DIESEL,B 220 D 4MATIC,215,143.0,2020
19875,MERCEDES-BENZ,DIESEL,V 220 SPORT D AUTO,214,204.0,2020
1218,MERCEDES-BENZ,DIESEL/ELECTRIC,E 300 DE,13018,58.0,2019
3036,MERCEDES-BENZ,DIESEL/ELECTRIC,E 300 DE,3978,55.0,2019
3261,MERCEDES-BENZ,DIESEL/ELECTRIC,C 300 DE,3638,51.0,2019
9185,MERCEDES-BENZ,DIESEL/ELECTRIC,CLASSE E,862,86.0,2019
9290,MERCEDES-BENZ,DIESEL/ELECTRIC,C 300 DE,849,43.0,2019
11258,MERCEDES-BENZ,DIESEL/ELECTRIC,C 300 DE,618,47.0,2019
14480,MERCEDES-BENZ,DIESEL/ELECTRIC,E 300 AMG LINE PREMIUM DE AUTO,396,40.0,2019
15875,MERCEDES-BENZ,DIESEL/ELECTRIC,E 300 SE DE AUTO,334,38.0,2019
17657,MERCEDES-BENZ,DIESEL/ELECTRIC,CLASSE C,272,82.0,2019
18807,MERCEDES-BENZ,DIESEL/ELECTRIC,E 300 AMG LINE DE AUTO,240,39.0,2019
19220,MERCEDES-BENZ,DIESEL/ELECTRIC,CLASSE E,230,87.0,2019
19934,MERCEDES-BENZ,DIESEL/ELECTRIC,E 300 AMG LINE PREMIUM  DE A,214,40.0,2019
1728,MERCEDES-BENZ,DIESEL/ELECTRIC,E 300 DE,8466,39.0,2020
1952,MERCEDES-BENZ,DIESEL/ELECTRIC,C 300 DE,7183,35.0,2020
2128,MERCEDES-BENZ,DIESEL/ELECTRIC,GLE 350 DE 4MATIC,6438,32.0,2020
2446,MERCEDES-BENZ,DIESEL/ELECTRIC,GLC 300 DE 4MATIC,5297,51.0,2020
3766,MERCEDES-BENZ,DIESEL/ELECTRIC,E 300 DE,3059,37.0,2020
5303,MERCEDES-BENZ,DIESEL/ELECTRIC,E 300 DE 4MATIC,1905,39.0,2020
6862,MERCEDES-BENZ,DIESEL/ELECTRIC,C 300 DE,1339,34.0,2020
7961,MERCEDES-BENZ,DIESEL/ELECTRIC,CLASSE GLC,1076,51.0,2020
9768,MERCEDES-BENZ,DIESEL/ELECTRIC,CLASSE GLE,780,24.0,2020
9988,MERCEDES-BENZ,DIESEL/ELECTRIC,E 300 DE 4MATIC,751,39.0,2020
10044,MERCEDES-BENZ,DIESEL/ELECTRIC,GLE 350 DE 4MATIC COUPE,743,28.0,2020
11666,MERCEDES-BENZ,DIESEL/ELECTRIC,C 300 DE,581,35.0,2020
15899,MERCEDES-BENZ,DIESEL/ELECTRIC,E 300 AMG LINE PREMIUM DE AUTO,333,39.0,2020
16001,MERCEDES-BENZ,DIESEL/ELECTRIC,GLC 300 AMG LINE PREM DE 4M A,329,50.0,2020
16432,MERCEDES-BENZ,DIESEL/ELECTRIC,E 300 AMG LINE DE AUTO,312,34.0,2020
18257,MERCEDES-BENZ,DIESEL/ELECTRIC,GLC 300 AMG LINE DE 4MATIC A,254,49.0,2020
18893,MERCEDES-BENZ,DIESEL/ELECTRIC,CLASSE E,238,37.0,2020
19508,MERCEDES-BENZ,DIESEL/ELECTRIC,GLE 350 AMG LINE PREM DE 4M A,223,19.0,2020
7322,MERCEDES-BENZ,ELECTRIC,EQC 400 4MATIC,1226,0.0,2019
12748,MERCEDES-BENZ,ELECTRIC,EVITO TOURER,499,0.0,2019
13812,MERCEDES-BENZ,ELECTRIC,EQC 400 4MATIC,432,0.0,2019
15659,MERCEDES-BENZ,ELECTRIC,EQC 4MATIC,342,0.0,2019
1485,MERCEDES-BENZ,ELECTRIC,EQC 400 4MATIC,10157,0.0,2020
5691,MERCEDES-BENZ,ELECTRIC,EQC 400 AMG LINE 4MATIC,1729,0.0,2020
6486,MERCEDES-BENZ,ELECTRIC,EQV,1449,0.0,2020
10599,MERCEDES-BENZ,ELECTRIC,EQC 400 AMG LINE PREMIUM + 4M,681,0.0,2020
11752,MERCEDES-BENZ,ELECTRIC,EQC 400 AMG LINE PREMIUM 4M,572,0.0,2020
13415,MERCEDES-BENZ,ELECTRIC,EVITO TOURER,454,0.0,2020
15646,MERCEDES-BENZ,ELECTRIC,CLASSE EQC,342,0.0,2020
18155,MERCEDES-BENZ,ELECTRIC,EQV,258,0.0,2020
19207,MERCEDES-BENZ,ELECTRIC,EQC,230,0.0,2020
